NL: 084.20.1,,01,=,01,=,FL01,Floor01,21.130,,25.71
NL: 084.20.1,,01,=,01,=,FL01,Floor01,34.130,,8.85
NL: 084.20.1,,01,=,01,=,FL02,Walls 3rd,20.110,,24.18
NL: 084.20.1,,01,=,01,=,FL02,Walls 3rd,21.120,,27.21
NL: 084.20.1,,01,=,01,=,FL02,Walls 3rd,21.130,,27.21
NL: 084.20.1,,01,=,01,=,FL02,Walls 3rd,34.130,,11.80
NL: 084.20.1,,01,=,01,=,FL03,Floor 03,20.110,,79.26
NL: 084.20.1,,01,=,01,=,FL03,Floor 03,21.120,,89.16
NL: 084.20.1,,01,=,01,=,FL03,Floor 03,21.130,,89.16
NL: 084.20.1,,01,=,01,=,FL03,Floor 03,28.120,,2.00
NL: 084.20.1,,01,=,01,=,FL03,Floor 03,34.130,,25.65
NL: 084.20.1,,01,=,01,=,FL04,Floor 04,20.110,,95.58
NL: 084.20.1,,01,=,01,=,FL04,Floor 04,21.120,,107.53
NL: 084.20.1,,01,=,01,=,FL04,Floor 04,21.130,,107.53
NL: 084.20.1,,01,=,01,=,FL04,Floor 04,34.130,,23.55
